user_id,user_name,transaction_date,transaction_amount,transaction_category_detail,merchant_name
usr_c9d0e1f2,Fatima Al-Hassan,2/9/2024,43,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,2/10/2024,53,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,2/10/2024,99,DOCTOR_HEALTH,CVS MinuteClinic
usr_c9d0e1f2,Fatima Al-Hassan,2/11/2024,14,STREAMING_ENTERTAINMENT,YouTube Premium
usr_c9d0e1f2,Fatima Al-Hassan,2/11/2024,18,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,2/11/2024,170,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,2/12/2024,14,STREAMING_ENTERTAINMENT,YouTube Premium
usr_c9d0e1f2,Fatima Al-Hassan,2/12/2024,20,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,2/14/2024,37,COURSES_EDUCATION,LinkedIn Learning
usr_c9d0e1f2,Fatima Al-Hassan,2/14/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,2/15/2024,83,GROCERIES_FOOD,Publix
usr_c9d0e1f2,Fatima Al-Hassan,2/17/2024,247,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,2/19/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,2/19/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,2/19/2024,46,RIDESHARE_TRANSPORT,Uber
usr_c9d0e1f2,Fatima Al-Hassan,2/19/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,2/20/2024,82,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,2/20/2024,180,GENERAL_SHOPPING,Costco
usr_c9d0e1f2,Fatima Al-Hassan,2/21/2024,73,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,2/22/2024,183,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,2/23/2024,-17,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,2/27/2024,70,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,2/28/2024,27,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,3/1/2024,-47,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,3/2/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,3/3/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,3/3/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,3/3/2024,267,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,3/6/2024,93,DOCTOR_HEALTH,CVS MinuteClinic
usr_c9d0e1f2,Fatima Al-Hassan,3/6/2024,10,STREAMING_ENTERTAINMENT,Apple TV+
usr_c9d0e1f2,Fatima Al-Hassan,3/6/2024,-4906,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,3/6/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,3/7/2024,19,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,3/7/2024,84,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,3/7/2024,228,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,3/8/2024,26,COURSES_EDUCATION,Skillshare
usr_c9d0e1f2,Fatima Al-Hassan,3/9/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,3/11/2024,-7141,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,3/11/2024,78,DOCTOR_HEALTH,CVS MinuteClinic
usr_c9d0e1f2,Fatima Al-Hassan,3/14/2024,297,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,3/14/2024,103,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,3/15/2024,100,GENERAL_SHOPPING,IKEA
usr_c9d0e1f2,Fatima Al-Hassan,3/15/2024,11,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,3/18/2024,32,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,3/18/2024,-7121,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,3/19/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,3/20/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,3/20/2024,-3007,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,3/22/2024,28,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,3/23/2024,19,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,3/23/2024,59,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,3/26/2024,70,FUEL_TRANSPORT,Speedway
usr_c9d0e1f2,Fatima Al-Hassan,3/26/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,3/28/2024,-5911,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,3/29/2024,65,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,3/29/2024,13,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,3/29/2024,2179,RENT_HOUSING,Equity Residential
usr_c9d0e1f2,Fatima Al-Hassan,3/31/2024,-62,REFUND_INCOME,Zara Refund
usr_c9d0e1f2,Fatima Al-Hassan,3/31/2024,-6897,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,3/31/2024,24,COURSES_EDUCATION,MasterClass
usr_c9d0e1f2,Fatima Al-Hassan,4/1/2024,41,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,4/4/2024,28,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,4/4/2024,30,RIDESHARE_TRANSPORT,Uber
usr_c9d0e1f2,Fatima Al-Hassan,4/5/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,4/6/2024,13,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,4/6/2024,-164,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,4/6/2024,255,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,4/6/2024,53,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,4/8/2024,18,MOVIES_ENTERTAINMENT,AMC Theatres
usr_c9d0e1f2,Fatima Al-Hassan,4/8/2024,231,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,4/8/2024,62,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,4/10/2024,67,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,4/11/2024,20,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,4/11/2024,24,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,4/12/2024,72,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,4/12/2024,-3042,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,4/15/2024,-7402,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,4/16/2024,84,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,4/19/2024,83,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,4/19/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,4/19/2024,46,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,4/20/2024,161,DOCTOR_HEALTH,One Medical
usr_c9d0e1f2,Fatima Al-Hassan,4/22/2024,33,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,4/22/2024,59,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,4/24/2024,1650,RENT_HOUSING,Greystar
usr_c9d0e1f2,Fatima Al-Hassan,4/25/2024,57,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,4/26/2024,-87,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,4/26/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,4/26/2024,51,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,4/27/2024,-154,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,4/27/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,4/29/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,4/30/2024,-94,REFUND_INCOME,Zara Refund
usr_c9d0e1f2,Fatima Al-Hassan,4/30/2024,-5131,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,5/1/2024,27,DOCTOR_HEALTH,Teladoc
usr_c9d0e1f2,Fatima Al-Hassan,5/1/2024,-3194,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,5/3/2024,19,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,5/3/2024,51,RESTAURANT_FOOD,Texas Roadhouse
usr_c9d0e1f2,Fatima Al-Hassan,5/4/2024,43,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,5/6/2024,-83,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,5/7/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,5/8/2024,141,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,5/8/2024,18,MOVIES_ENTERTAINMENT,Regal Cinemas
usr_c9d0e1f2,Fatima Al-Hassan,5/10/2024,20,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,5/11/2024,28,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,5/12/2024,-4604,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,5/14/2024,67,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,5/15/2024,99,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,5/16/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,5/17/2024,80,INTERNET_HOUSING,Verizon Fios
usr_c9d0e1f2,Fatima Al-Hassan,5/17/2024,-3161,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,5/18/2024,23,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,5/18/2024,-138,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,5/19/2024,18,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,5/19/2024,35,COURSES_EDUCATION,LinkedIn Learning
usr_c9d0e1f2,Fatima Al-Hassan,5/21/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,5/21/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,5/22/2024,30,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,5/22/2024,-92,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,5/23/2024,57,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,5/23/2024,289,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,5/23/2024,-29,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,5/23/2024,-6826,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,5/24/2024,91,GROCERIES_FOOD,Aldi
usr_c9d0e1f2,Fatima Al-Hassan,5/24/2024,76,INTERNET_HOUSING,Comcast Xfinity
usr_c9d0e1f2,Fatima Al-Hassan,5/25/2024,-68,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,5/25/2024,43,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,5/25/2024,68,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,5/26/2024,132,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,5/26/2024,43,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,5/27/2024,86,COURSES_EDUCATION,MasterClass
usr_c9d0e1f2,Fatima Al-Hassan,5/27/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,5/28/2024,74,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,5/30/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,6/1/2024,110,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,6/1/2024,-4677,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,6/2/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,6/3/2024,80,INTERNET_HOUSING,Verizon Fios
usr_c9d0e1f2,Fatima Al-Hassan,6/4/2024,15,STREAMING_ENTERTAINMENT,Netflix
usr_c9d0e1f2,Fatima Al-Hassan,6/4/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,6/4/2024,30,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,6/4/2024,153,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,6/5/2024,76,INTERNET_HOUSING,Comcast Xfinity
usr_c9d0e1f2,Fatima Al-Hassan,6/5/2024,-4557,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,6/5/2024,19,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,6/6/2024,121,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,6/9/2024,14,STREAMING_ENTERTAINMENT,YouTube Premium
usr_c9d0e1f2,Fatima Al-Hassan,6/9/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,6/12/2024,14,MOVIES_ENTERTAINMENT,Regal Cinemas
usr_c9d0e1f2,Fatima Al-Hassan,6/12/2024,35,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,6/12/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,6/16/2024,224,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,6/17/2024,49,FUEL_TRANSPORT,BP
usr_c9d0e1f2,Fatima Al-Hassan,6/18/2024,131,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,6/20/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,6/21/2024,-6369,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,6/21/2024,-176,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,6/21/2024,88,GENERAL_SHOPPING,Target
usr_c9d0e1f2,Fatima Al-Hassan,6/22/2024,1800,RENT_HOUSING,UDR Apartments
usr_c9d0e1f2,Fatima Al-Hassan,6/23/2024,74,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,6/24/2024,20,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,6/25/2024,55,INTERNET_HOUSING,T-Mobile Home
usr_c9d0e1f2,Fatima Al-Hassan,6/28/2024,58,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,6/28/2024,70,INTERNET_HOUSING,Cox Communications
usr_c9d0e1f2,Fatima Al-Hassan,6/29/2024,28,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,6/30/2024,199,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,7/2/2024,15,RESTAURANT_FOOD,Panera Bread
usr_c9d0e1f2,Fatima Al-Hassan,7/2/2024,65,INTERNET_HOUSING,AT&T Fiber
usr_c9d0e1f2,Fatima Al-Hassan,7/3/2024,-93,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,7/5/2024,163,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,7/7/2024,49,FUEL_TRANSPORT,ExxonMobil
usr_c9d0e1f2,Fatima Al-Hassan,7/7/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,7/7/2024,261,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,7/8/2024,28,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,7/8/2024,-138,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,7/9/2024,-80,REFUND_INCOME,Walmart Refund
usr_c9d0e1f2,Fatima Al-Hassan,7/11/2024,39,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,7/11/2024,33,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,7/12/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,7/12/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,7/15/2024,6,STREAMING_ENTERTAINMENT,Peacock
usr_c9d0e1f2,Fatima Al-Hassan,7/16/2024,38,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,7/16/2024,85,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,7/16/2024,82,GENERAL_SHOPPING,Walmart
usr_c9d0e1f2,Fatima Al-Hassan,7/16/2024,192,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,7/17/2024,-69,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,7/17/2024,175,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,7/18/2024,-153,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,7/18/2024,158,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,7/20/2024,161,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,7/20/2024,41,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,7/22/2024,55,GENERAL_SHOPPING,IKEA
usr_c9d0e1f2,Fatima Al-Hassan,7/22/2024,229,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,7/22/2024,214,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,7/23/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,7/23/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,7/26/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,7/26/2024,30,COURSES_EDUCATION,Skillshare
usr_c9d0e1f2,Fatima Al-Hassan,7/27/2024,26,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,7/27/2024,1650,RENT_HOUSING,Greystar
usr_c9d0e1f2,Fatima Al-Hassan,7/27/2024,26,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,7/28/2024,76,INTERNET_HOUSING,Comcast Xfinity
usr_c9d0e1f2,Fatima Al-Hassan,7/28/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,7/29/2024,163,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,7/29/2024,27,COURSES_EDUCATION,MasterClass
usr_c9d0e1f2,Fatima Al-Hassan,7/30/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,7/30/2024,238,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,7/30/2024,-183,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,7/31/2024,-81,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,8/1/2024,-57,REFUND_INCOME,Target Refund
usr_c9d0e1f2,Fatima Al-Hassan,8/1/2024,49,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,8/1/2024,83,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,8/5/2024,27,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,8/5/2024,58,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,8/6/2024,32,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,8/6/2024,50,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,8/6/2024,53,RESTAURANT_FOOD,Olive Garden
usr_c9d0e1f2,Fatima Al-Hassan,8/9/2024,66,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,8/10/2024,266,GROCERIES_FOOD,Costco
usr_c9d0e1f2,Fatima Al-Hassan,8/10/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,8/11/2024,70,INTERNET_HOUSING,Google Fiber
usr_c9d0e1f2,Fatima Al-Hassan,8/11/2024,24,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,8/12/2024,-6420,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,8/13/2024,32,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,8/13/2024,227,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,8/14/2024,48,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,8/14/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,8/15/2024,20,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,8/15/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,8/16/2024,-3438,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,8/17/2024,-141,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,8/17/2024,-60,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,8/19/2024,-5906,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,8/19/2024,54,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,8/20/2024,93,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,8/21/2024,45,GENERAL_SHOPPING,Target
usr_c9d0e1f2,Fatima Al-Hassan,8/21/2024,275,GENERAL_SHOPPING,Costco
usr_c9d0e1f2,Fatima Al-Hassan,8/24/2024,212,DOCTOR_HEALTH,Kaiser Permanente
usr_c9d0e1f2,Fatima Al-Hassan,8/25/2024,21,COURSES_EDUCATION,Udemy
usr_c9d0e1f2,Fatima Al-Hassan,8/25/2024,141,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,8/27/2024,239,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,8/27/2024,53,FUEL_TRANSPORT,Sunoco
usr_c9d0e1f2,Fatima Al-Hassan,8/27/2024,50,RESTAURANT_FOOD,Cheesecake Factory
usr_c9d0e1f2,Fatima Al-Hassan,8/28/2024,16,STREAMING_ENTERTAINMENT,Disney+
usr_c9d0e1f2,Fatima Al-Hassan,8/28/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,8/29/2024,38,RIDESHARE_TRANSPORT,Uber
usr_c9d0e1f2,Fatima Al-Hassan,9/1/2024,148,GROCERIES_FOOD,Wegmans
usr_c9d0e1f2,Fatima Al-Hassan,9/2/2024,22,MOVIES_ENTERTAINMENT,Alamo Drafthouse
usr_c9d0e1f2,Fatima Al-Hassan,9/2/2024,89,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,9/3/2024,43,RIDESHARE_TRANSPORT,Lyft
usr_c9d0e1f2,Fatima Al-Hassan,9/4/2024,-37,REFUND_INCOME,Amazon Refund
usr_c9d0e1f2,Fatima Al-Hassan,9/4/2024,-6071,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,9/6/2024,-6680,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,9/7/2024,133,GROCERIES_FOOD,Whole Foods
usr_c9d0e1f2,Fatima Al-Hassan,9/7/2024,-5211,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,9/8/2024,260,GENERAL_SHOPPING,Amazon
usr_c9d0e1f2,Fatima Al-Hassan,9/9/2024,-7176,SALARY_INCOME,Direct Deposit - Employer
usr_c9d0e1f2,Fatima Al-Hassan,9/9/2024,60,INTERNET_HOUSING,Spectrum
usr_c9d0e1f2,Fatima Al-Hassan,9/9/2024,1975,RENT_HOUSING,Lincoln Property
usr_c9d0e1f2,Fatima Al-Hassan,9/13/2024,87,GENERAL_SHOPPING,Amazon
